"approve","loanamt","term","caution","atotinc","cototinc","hrat","obrat","sex","university","race","married","dep","exper","self","score","delinq","mortperf","mortlat1","mortlat2"
1,120,360,0,3500,833,27.9599990844727,37.2999992370605,NA,0,"White",1,3,0,0,1,1,1,0,0
1,275,360,0,7933,100,31,31,"Male",1,"White",1,0,0,0,1,1,0,0,0
1,210,360,0,8566,0,23,23,"Male",1,"White",0,0,0,0,1,1,0,0,0
1,71,360,0,2800,0,26,26,"Female",1,"White",0,0,0,0,1,1,1,0,0
1,160,360,1,3500,3077,25.1399993896484,28.7000007629395,"Male",1,"White",1,1,0,0,4,1,0,0,0
1,116,360,0,2230,1995,31.5499992370605,40.4000015258789,"Male",0,"White",1,3,0,0,2,1,1,0,0
1,80,360,0,2200,2100,20,34,"Male",0,"White",1,0,0,1,1,0,0,0,0
1,130,360,0,3667,728,27.1399993896484,35.7999992370605,"Male",1,"White",1,6,0,0,2,1,1,0,0
1,125,360,0,3565,1438,27,37,"Male",0,"White",1,3,0,0,4,1,1,0,0
1,96,360,1,1894,789,25,37,"Male",0,"Hispan",1,2,1,0,2,1,1,0,0
1,146,360,0,3333,2208,28,36,"Male",1,"Black",1,3,0,0,2,1,0,0,0
1,30,180,0,4116,1000,11.8999996185303,14.3000001907349,"Male",1,"White",1,2,0,0,1,1,0,0,0
1,140,180,0,7262,2564,20.8999996185303,36.2999992370605,"Male",1,"White",1,2,0,0,1,1,0,0,0
1,115,360,0,4230,0,29,38,"Male",1,"White",1,4,0,0,1,0,0,0,1
1,25,120,0,4030,0,18,47,"Male",0,"White",1,0,0,0,1,1,0,0,0
1,125,360,0,5885,1420,20,44,"Male",1,"White",1,0,0,1,1,1,0,0,0
1,145,36,0,7093,0,6,8,"Male",1,"White",0,0,0,0,2,1,0,0,0
1,176,360,0,5941,0,33.7000007629395,40.7000007629395,"Male",1,"White",0,0,0,0,0,1,1,0,0
1,89,360,0,4582,0,21.2000007629395,26.6000003814697,"Male",1,"White",1,2,0,0,2,1,1,0,0
1,125,360,0,4552,0,30.1000003814697,38.5999984741211,"Male",1,"White",1,1,0,0,0,1,1,0,0
1,141,360,0,2625,3102,28,34,"Male",0,"White",1,0,0,0,1,0,1,0,0
1,80,360,0,3900,0,24,36,"Male",1,"White",0,0,0,0,2,1,0,0,1
1,90,360,0,3333,0,30.1900005340576,31.7000007629395,"Male",0,"White",1,1,1,0,1,1,0,0,0
1,175,360,0,5695,4167,18.0900001525879,35.7000007629395,"Male",1,"White",1,0,0,0,2,1,0,0,0
1,132,300,0,4503,1433,22,32,"Male",1,"White",0,0,1,0,1,1,1,0,0
1,92,360,0,5293,0,23.6000003814697,24.3999996185303,"Male",0,"White",1,0,0,1,1,1,1,0,0
1,130,360,0,2750,0,46.8499984741211,47.9000015258789,"Male",1,"White",0,0,0,0,1,1,1,0,0
1,94,360,0,4400,0,23,35,"Male",1,"White",0,0,0,0,0,1,1,0,0
1,155,360,0,4845,2040,25,39,"Male",1,"White",1,1,0,0,2,1,0,0,0
1,131,360,0,2958,2900,25,32,"Male",1,"Black",1,0,0,0,2,1,1,0,0
0,130,360,0,4402,0,31,47,"Female",0,"Hispan",0,0,0,0,1,1,0,0,0
1,188,180,0,6250,5654,21.4300003051758,28.3999996185303,"Male",1,"White",1,2,0,0,1,1,0,0,0
1,81,360,0,3273,1820,19,39,"Male",0,"White",1,2,0,0,3,1,1,0,0
1,200,360,0,25750,4450,7.40000009536743,11.3999996185303,"Female",1,"White",1,0,0,0,1,1,0,0,0
1,134,180,0,3613,3539,20,39,"Male",1,"White",1,2,0,0,6,1,1,0,0
1,122,360,0,4133,0,29.8999996185303,35.7000007629395,"Male",1,"White",0,0,0,0,1,1,1,0,0
1,176,360,0,2779,3664,29,32,"Female",1,"Hispan",1,2,0,0,0,0,1,0,0
1,90,180,0,4720,0,23,26,"Male",1,"White",1,3,0,0,2,1,1,0,0
1,25,120,0,3620,0,14,16,"Male",0,"White",0,0,9,0,1,1,0,0,0
0,203,360,0,6782,0,30.2999992370605,30.1000003814697,"Male",1,"White",0,0,0,1,1,1,1,0,0
1,137,360,0,2484,2302,28.8999996185303,30,"Female",1,"White",1,0,0,0,2,1,1,0,0
1,120,480,0,3006,2018,25,36,"Male",1,"Black",1,1,0,1,2,1,1,0,0
1,124,360,0,1573,2419,32.2999992370605,38.2000007629395,"Male",1,"Hispan",1,2,0,1,2,1,1,0,0
1,144,360,0,2773,2414,27,27,"Male",0,"White",1,0,0,0,1,0,1,0,0
1,135,360,0,4642,4500,14.5100002288818,19.6000003814697,"Male",1,"White",1,0,0,0,2,1,0,0,0
1,110,360,0,2415,1721,28,33,"Male",0,"White",1,0,0,0,0,1,1,0,0
1,50,360,0,1977,997,23,26,"Male",1,"White",1,0,0,0,1,1,0,0,0
1,115,180,0,4188,0,32,34,"Male",0,"White",1,0,0,0,1,1,1,0,0
1,125,360,0,7016,292,28.8999996185303,37.7000007629395,"Male",1,"White",1,0,0,1,0,1,0,0,0
1,240,360,0,8567,0,26,61,"Male",1,"White",0,0,0,0,1,1,0,0,0
1,210,360,0,1706,1077,28,32,"Male",0,"Black",1,3,0,0,1,0,1,0,0
1,189,360,0,4968,0,36,36,"Female",1,"Black",0,2,0,0,1,1,1,0,0
1,176,360,0,14986,0,12.8000001907349,16.7999992370605,"Female",1,"Hispan",0,0,0,1,1,1,1,0,0
1,200,360,0,2065,2418,28,36,"Female",1,"White",0,0,1,0,2,1,1,0,0
1,172,360,0,4153,2649,26.2999992370605,37.5,"Male",1,"Black",1,0,0,0,2,1,1,0,0
1,125,360,0,2940,800,30,30,"Male",0,"White",1,0,0,0,1,1,0,0,0
1,131,360,0,1759,3541,22.6000003814697,26.8999996185303,"Male",1,"White",1,0,0,0,0,1,1,0,0
1,102,300,0,3400,0,30,40,"Female",1,"Black",0,2,0,0,0,0,1,0,0
1,133,180,0,4288,3263,18,39,"Male",0,"White",1,2,0,0,5,1,1,0,0
1,188,360,0,4666,4322,25,28,"Male",1,"White",1,0,0,0,1,1,1,0,0
0,108,360,0,2101,1500,31,31,"Female",1,"Black",0,0,0,0,2,0,1,0,0
1,125,360,0,4490,0,30,41,"Male",0,"White",1,3,0,0,1,1,0,0,0
1,151,360,0,4843,3806,18.6000003814697,33.5999984741211,"Male",1,"White",0,0,0,0,2,0,1,0,0
1,297,360,0,13650,0,23,38.5,"Male",1,"White",1,0,0,0,0,1,1,0,0
1,138,360,0,2917,3583,21,37,"Male",1,"White",1,0,0,0,2,1,0,0,0
0,135,360,0,4700,0,31,31,"Male",0,"Black",1,0,0,0,1,1,1,0,0
1,144,360,0,4225,2417,17.7999992370605,22.7999992370605,"Male",0,"White",1,0,0,0,0,1,1,0,0
1,281,360,0,7976,0,32,40,"Male",1,"White",1,3,0,0,2,1,1,0,0
1,115,360,0,3808,1945,20,22,"Male",1,"White",0,0,0,0,1,1,1,0,0
1,152,360,0,4652,3583,19,31,"Male",1,"White",1,0,0,0,1,1,1,0,0
1,160,360,0,3816,754,35,35,"Male",1,"Hispan",NA,NA,0,0,1,0,1,0,0
1,130,360,0,3445,0,40,44,"Male",1,"White",1,0,1,0,2,1,0,0,0
1,187,360,0,7666,0,27.1000003814697,28.1000003814697,"Male",1,"White",1,0,0,0,2,1,1,0,0
1,109,360,0,2340,5216,15,32,"Male",0,"Hispan",1,0,1,0,2,1,1,0,0
0,188,360,0,2458,5105,26,38,"Male",1,"White",1,0,0,0,1,0,0,0,0
1,107,360,0,3975,0,30,35,"Male",1,"White",0,0,0,0,1,1,1,0,0
1,148,360,0,6125,0,27,32,"Male",1,"White",1,2,0,0,4,1,0,0,0
1,126,360,0,3695,0,30.0799999237061,31.1000003814697,"Male",1,"White",0,0,0,0,2,1,1,0,0
1,278,360,0,9583,0,30,39,"Male",1,"White",1,3,0,0,1,1,0,0,0
1,95,360,0,3250,0,30.7199993133545,34.7000007629395,"Female",1,"White",0,0,0,0,1,1,0,0,0
1,100,360,0,3052,1030,26.1000003814697,26.6000003814697,"Male",1,"White",1,1,0,0,0,1,0,0,0
1,65,360,0,4463,0,16,29,"Male",1,"White",0,0,0,0,1,1,1,0,0
1,225,360,0,11417,1126,17.7000007629395,21.2000007629395,"Male",1,"White",1,2,0,0,0,1,1,0,0
0,120,360,0,7333,0,16,36,"Male",0,"White",0,0,0,1,1,1,1,0,0
1,123,360,0,3077,1918,27,34,"Male",0,"White",1,0,0,0,1,0,1,0,0
1,170,180,0,5865,1000,28,29,"Male",1,"White",1,1,0,0,4,1,0,0,0
1,135,360,0,831,1761,29.6000003814697,32.7999992370605,"Male",0,"Hispan",1,0,1,0,0,1,1,0,0
1,400,360,0,28541,0,13.3000001907349,20.8999996185303,"Male",1,"White",1,2,0,0,2,1,0,0,0
1,139,60,0,4083,1775,12,20,"Male",1,"White",1,1,0,0,4,1,0,0,0
1,87,180,0,3249,1186,28,37,"Female",1,"White",0,0,0,0,2,1,1,0,0
1,210,360,0,7190,0,28.3999996185303,31.6000003814697,"Male",1,"White",1,0,0,0,0,1,1,0,0
1,113,360,0,2416,2726,23.7999992370605,35.7999992370605,"Male",1,"White",0,0,0,0,1,0,1,0,0
0,216,360,0,3800,3600,30,41,"Male",1,"White",1,2,0,0,1,1,0,0,1
0,232,360,0,3900,2094,37,44,"Male",1,"White",1,0,0,1,4,1,1,0,0
1,60,360,0,2688,0,31,32,"Female",1,"White",1,0,0,0,2,1,1,0,0
1,130,360,0,3773,1500,28,37,"Male",1,"White",1,0,0,0,2,1,1,0,0
1,230,360,0,8209,0,25.8999996185303,32,"Male",1,"White",1,2,0,0,1,1,1,0,0
1,94,480,0,2071,754,36,44,"Male",0,"White",1,4,1,0,1,1,0,0,0
1,136,360,0,5316,0,29,34,"Male",1,"White",0,0,0,0,2,1,1,0,0
1,144,360,0,4750,3583,18.8999996185303,26.6000003814697,"Male",0,"White",1,0,0,0,2,1,1,0,0
1,139,360,0,2929,2333,28,35,"Female",1,"White",1,0,0,0,1,1,0,0,0
1,118,360,0,4873,0,26,27,"Male",1,"White",1,1,0,0,2,1,1,0,0
1,127,180,0,2059,1946,34,39,"Male",1,"White",1,1,1,0,3,1,1,0,0
1,70,360,0,1733,1952,20.8899993896484,31.7000007629395,"Male",0,"White",1,2,0,0,2,1,0,0,0
0,152,360,0,3572,4114,21.2999992370605,21.8999996185303,"Male",0,"Black",1,0,0,0,2,1,1,0,0
1,170,360,0,7451,0,24,37,"Female",1,"White",0,1,0,1,1,1,0,0,0
1,79,360,0,4107,5202,11,43,"Male",1,"White",1,0,0,0,1,1,0,0,0
1,131,360,0,12000,0,11.5,19.3999996185303,"Male",1,"White",0,0,1,0,2,1,1,0,0
1,150,360,0,2814,3423,21,38.4000015258789,"Male",1,"White",0,0,0,0,2,1,0,0,0
1,100,240,0,3825,0,30,31,"Male",1,"White",1,2,0,0,1,1,1,0,0
1,111,360,0,1708,2358,29,32,"Male",1,"Black",1,2,0,0,1,0,1,0,0
1,118,360,0,5050,0,22,35,"Male",1,"Black",0,0,0,0,1,1,1,0,0
1,490,360,0,17368,1179,28,39,"Male",1,"White",1,0,0,0,2,1,0,0,0
1,155,360,0,3583,3435,22.9300003051758,23.3999996185303,"Male",1,"White",0,0,0,0,1,1,1,0,0
1,185,180,0,14583,0,17,30,"Male",1,"White",1,1,0,0,2,1,0,0,0
1,176,360,1,3415,3086,27.2900009155273,38,"Male",0,"White",1,2,1,0,2,0,1,0,0
1,82,360,0,2458,0,18.6000003814697,23.3999996185303,"Male",0,"White",1,1,0,1,1,1,0,0,0
1,154,360,0,3167,2283,30,36,"Female",1,"White",1,0,0,0,3,1,1,0,0
1,85,360,0,2214,1398,24,25,"Male",1,"White",1,1,0,0,1,1,1,0,0
1,140,360,0,4562,2291,23.1000003814697,30.7000007629395,"Male",1,"White",1,0,0,0,0,1,1,0,0
1,186,360,0,3189,2367,32,37,"Male",1,"White",1,0,0,0,1,1,1,0,0
1,106,360,0,7083,0,16,33,"Male",0,"White",1,0,0,0,1,0,0,0,0
1,166,360,0,9304,0,21.3999996185303,37.7999992370605,"Male",1,"White",1,0,0,1,0,1,0,0,0
1,95,360,0,2532,0,21.5,28.2999992370605,"Male",1,"White",0,0,0,0,1,1,1,0,0
1,100,360,0,3907,0,26,26,"Male",1,"White",1,0,0,1,1,0,0,0,0
1,131,360,0,3754,1575,26,28,"Male",1,"White",1,0,0,0,1,1,1,0,0
0,50,360,0,6356,0,9.64000034332275,10.3999996185303,"Male",1,"White",0,0,1,1,2,1,1,0,0
1,135,360,0,4641,2380,26.7000007629395,29.8999996185303,"Male",1,"White",1,2,0,0,2,1,0,0,0
1,224,360,0,3413,4053,30.7099990844727,37.5,"Male",1,"Black",1,1,0,0,2,1,0,0,0
1,82,360,0,3708,1708,17,35,"Male",1,"White",1,0,0,0,1,1,1,0,0
1,159,360,0,3102,3699,24,29,"Male",1,"White",1,1,0,1,2,1,1,0,0
1,102,360,1,1542,4229,18,35,"Female",0,"White",1,0,1,0,3,1,0,0,0
1,185,360,0,7950,0,25.1000003814697,34.0999984741211,"Female",1,"White",1,0,0,0,1,1,1,0,0
0,163,360,0,3829,1103,30.4400005340576,36.4000015258789,"Male",1,"Hispan",1,3,0,0,2,0,0,0,1
1,175,360,0,5568,2142,21,22,"Male",1,"White",1,0,0,0,1,1,0,0,0
1,259,360,0,10408,0,26,40,"Female",1,"White",0,0,0,0,1,1,0,0,0
1,150,360,0,4767,4333,18,28,"Male",0,"White",1,2,0,1,1,1,1,0,0
1,100,360,0,3411,975,25,36,"Male",0,"White",1,2,0,0,2,1,0,0,0
1,152,360,0,5952,0,28,38,"Female",0,"White",1,0,0,0,2,1,1,0,0
1,180,360,0,5667,2667,22,23,"Male",1,"White",1,2,0,0,1,1,0,0,0
1,90,360,0,9537,0,9,20,"Male",1,"White",1,2,0,1,1,1,0,0,0
1,360,360,0,72529,0,5.30000019073486,5.59999990463257,"Male",1,"Black",1,3,0,0,0,0,0,0,1
1,185,360,0,6700,2083,23.3999996185303,26.1000003814697,"Male",1,"White",1,1,0,0,1,1,0,0,0
1,44,360,0,4166,0,13.3299999237061,15.5,"Female",1,"White",0,0,0,0,1,1,1,0,0
1,137,360,0,2137,8980,15,42,"Female",1,"Black",0,0,0,0,9,0,1,0,0
1,81,360,0,2957,0,29.8999996185303,40.7999992370605,"Male",1,"White",1,2,0,0,2,1,1,0,0
1,104,360,0,4225,0,28,41,"Male",1,"White",0,0,0,0,2,1,1,0,0
1,60,360,0,2417,0,37,39.0999984741211,"Female",1,"White",0,0,1,0,0,1,1,0,0
1,146,360,0,16666,0,8.19999980926514,21.7999992370605,"Male",1,"White",1,2,0,1,2,1,0,0,0
1,216,360,1,10550,0,21,22,"Male",1,"White",1,2,0,1,NA,1,0,0,0
1,153,360,0,13333,0,12,15,"Male",1,"Hispan",0,0,0,1,1,1,1,0,0
1,322,240,0,7375,2083,33,35,"Male",1,"White",1,0,0,1,3,0,0,0,0
1,194,360,0,4300,2014,30,34,"Male",0,"White",1,0,0,0,2,1,1,0,0
1,207,360,0,6250,1516,28,38,"Male",1,"White",1,1,1,0,1,1,1,0,0
1,188,360,0,7583,0,27,33,"Male",1,"White",1,0,0,0,1,0,1,0,0
1,176,360,0,3208,3180,28,36,"Male",1,"White",0,0,0,0,1,1,1,0,0
1,93,360,0,3692,0,31,38,"Female",1,"White",0,0,0,0,1,1,0,0,0
1,145,360,0,3665,2549,24,32,"Male",0,"Hispan",1,2,0,0,2,1,1,0,0
1,149,480,0,4136,0,31,31,"Male",0,"White",1,2,0,0,1,1,1,0,0
0,257,360,0,8449,0,33,41,"Male",1,"White",1,0,0,0,3,1,1,0,0
1,105,360,0,2659,972,28.5,30.5,"Male",0,"White",0,0,0,0,1,1,1,0,0
1,370,360,0,23803,0,18,25,"Male",1,"White",1,3,0,0,4,1,1,0,0
1,130,360,0,3865,1640,26,26,"Male",1,"White",0,0,0,0,2,1,1,0,0
0,131,180,0,4456,0,31,41,"Male",1,"White",1,0,0,0,2,1,1,0,0
0,160,180,0,10513,3850,12,19,"Male",1,"White",1,1,0,1,3,1,0,0,0
1,102,180,0,4635,8000,14.1999998092651,38.5999984741211,"Male",1,"White",1,2,0,0,1,1,0,0,0
1,96,360,0,4500,0,25.1299991607666,40.0999984741211,NA,1,"Black",1,0,0,0,1,1,1,0,0
1,65,360,0,750,20541,4,20,"Female",0,"White",1,0,6,0,2,1,0,0,0
1,135,360,0,3571,1917,29.6700000762939,42.7000007629395,"Male",1,"White",1,0,0,0,1,1,0,0,0
1,106,360,0,3400,0,33,38,"Female",1,"White",0,0,0,0,1,1,1,0,0
1,125,360,0,4599,0,31,31,"Male",0,"White",1,4,0,0,2,1,0,0,0
1,180,360,0,4983,3583,24,43,"Male",1,"White",1,0,0,0,1,1,0,0,0
1,70,360,0,3650,0,22,26,"Female",1,"White",0,0,0,0,1,1,1,0,0
1,265,360,0,6250,5000,14,14,"Male",1,"White",1,3,0,0,2,1,0,0,0
1,136,360,0,5316,0,29,34,"Male",1,"White",0,0,0,0,2,1,1,0,0
1,150,360,0,5200,0,29.6000003814697,29.6000003814697,"Female",1,"White",0,0,1,0,1,1,1,0,0
1,107,360,0,2333,1434,28.0499992370605,29.2999992370605,"Male",1,"White",0,0,0,0,4,1,1,0,0
1,56,360,0,3106,0,7.40000009536743,12.1000003814697,"Male",0,"White",0,0,9,1,0,1,0,0,0
1,182,360,0,6080,2569,28.7000007629395,34.9000015258789,"Male",1,"White",1,0,0,0,2,1,1,0,0
0,95,360,0,3066,0,31,37,"Male",1,"White",0,0,0,0,1,1,1,0,0
1,104,180,0,2062,1386,31,35,"Male",1,"Black",1,2,0,0,3,1,1,0,0
1,83,180,0,3571,0,24,40,"Male",1,"White",0,0,0,0,0,1,0,0,0
1,650,480,0,20166,0,31.7000007629395,32.0999984741211,"Male",1,"White",0,0,0,1,1,1,1,0,0
1,135,360,0,3153,1266,29,38,"Male",0,"Black",1,5,0,0,1,0,1,0,0
1,77,360,0,3235,2015,16,29,"Male",0,"White",0,2,0,0,2,1,1,0,0
1,200,360,0,5058,0,39,39,"Female",1,"White",0,0,0,0,1,1,0,0,0
1,74,360,0,2014,1929,19,26,"Male",1,"White",0,0,0,0,2,1,0,0,0
1,252,360,0,10000,0,29,32,"Male",0,"White",0,0,0,0,1,1,1,0,0
1,130,360,0,3188,2286,26.2000007629395,33.0999984741211,"Male",1,"White",1,0,0,1,0,1,1,0,0
1,170,360,0,7500,0,24,26,"Male",1,"White",1,3,0,0,1,1,0,0,0
1,104,360,0,1958,2100,27,34,"Female",1,"White",0,0,1,0,2,1,1,0,0
1,70,360,0,2718,0,27.2000007629395,39.9000015258789,"Male",1,"White",0,0,0,0,2,1,1,0,0
1,119,360,0,2623,1593,28,39,"Male",0,"White",1,0,0,0,1,1,1,0,0
1,225,480,0,6291,0,36.0699996948242,44.5,"Male",1,"White",1,2,0,0,1,1,0,0,0
1,101,360,0,6250,2417,14,26,"Male",1,"White",1,0,1,0,2,1,1,0,0
1,25,120,0,3459,0,16,26,"Male",1,"White",1,0,0,1,1,1,0,0,0
1,390,360,0,13518,0,22.5,30.5,"Male",1,"White",1,3,0,0,3,0,0,0,0
1,168,360,0,2756,5264,21,31,"Male",1,"Black",1,0,0,0,1,0,1,0,0
1,87,180,0,3466,0,26,40,"Male",0,"White",1,3,0,0,1,1,1,0,0
1,185,360,0,4364,2500,27.7900009155273,32.5,"Male",1,"White",1,1,0,0,1,0,1,0,0
1,102,360,0,4895,0,19,19,"Male",1,"Hispan",0,0,0,0,0,1,1,0,0
1,290,360,0,4000,7750,26,28,"Male",1,"White",1,3,0,0,2,1,0,0,0
0,84,360,0,4583,0,23,39,"Female",1,"Black",1,0,0,0,3,1,1,0,0
1,100,360,0,4766,1646,16.6000003814697,45.4000015258789,"Male",0,"White",1,2,0,0,2,1,0,0,0
1,88,360,0,3316,3500,13,25,"Male",1,"Black",1,2,0,1,1,1,0,0,0
1,242,360,0,14999,0,17,32,"Male",1,"White",0,0,0,0,2,1,0,0,0
0,129,360,0,4200,1430,25,35,"Male",0,"Hispan",1,2,0,0,1,1,1,0,0
1,108,360,0,2275,1577,30,37,"Female",1,"Black",0,0,0,0,2,1,1,0,0
1,500,360,0,46667,6667,10,11,"Male",1,"White",1,1,0,1,2,1,0,0,0
1,123,360,0,4609,2333,19,38,"Male",1,"White",1,1,0,0,1,0,1,0,0
0,185,360,0,5042,2083,26,24,"Male",1,"White",1,2,0,0,1,1,0,0,0
1,168,360,0,5417,0,31.75,33.5999984741211,"Male",1,"White",0,0,0,0,2,1,1,0,0
1,110,360,0,6260,0,22,27,"Female",1,"White",1,5,0,0,2,1,0,0,0
1,256,360,0,3333,4200,34,41,"Male",1,"White",1,1,0,0,4,1,0,0,0
1,140,360,0,3500,3250,23,23,"Male",1,"White",1,0,0,0,1,1,1,0,0
1,120,360,0,2037,1933,28,33,"Male",0,"White",1,0,0,0,2,1,1,0,0
1,250,360,0,8562,0,26,48.7000007629395,"Male",1,"White",1,2,0,0,4,1,0,0,0
1,175,180,0,6950,0,34.5999984741211,35.0999984741211,"Male",1,"White",0,0,9,1,0,1,1,0,0
1,150,360,0,4247,987,30,41,"Male",1,"White",1,2,0,0,2,1,0,0,0
1,100,360,0,2500,2309,22,29,"Female",1,"White",1,0,0,0,1,1,1,0,0
1,122,360,0,2698,2034,27,27,"Male",1,"White",1,0,0,0,1,1,1,0,0
1,187,180,0,11757,0,19,20,"Male",1,"White",1,2,0,0,1,0,0,0,0
1,126,360,0,3250,2750,20,24,"Male",0,"Hispan",0,0,0,0,0,1,0,0,0
1,122,480,0,1841,1251,37.3499984741211,37.4000015258789,"Male",1,"Hispan",1,2,1,0,1,1,1,0,0
1,215,360,0,8881,0,26.2999992370605,32.4000015258789,"Male",1,"White",0,0,0,1,3,1,0,0,0
1,170,360,0,2667,4345,22,34,"Male",1,"White",1,0,0,0,2,1,1,0,0
1,168,360,0,1560,4333,29.1399993896484,30.7000007629395,"Male",1,"White",1,1,0,0,1,1,1,0,0
1,100,360,0,2330,4486,12.539999961853,29.2999992370605,"Female",1,"Black",1,0,0,0,4,1,0,0,0
1,62,360,0,4685,0,16.3999996185303,19.2999992370605,"Male",0,"White",0,0,0,0,1,1,1,0,0
1,70,360,0,14866,0,21.7999992370605,23.8999996185303,"Female",1,"White",1,2,0,0,0,0,1,0,0
1,61,360,0,9719,0,8.80000019073486,25.2000007629395,"Male",1,"White",1,3,0,0,0,1,0,0,0
1,30,360,0,1538,1425,13,15,"Male",1,"White",1,1,0,0,1,1,1,0,0
1,225,360,0,10000,1666,20,23.2999992370605,"Female",1,"White",0,0,9,0,0,1,0,0,0
1,125,360,0,4860,830,25,25,"Male",1,"White",1,0,0,0,1,1,1,0,0
1,128,360,0,2722,2322,26.2999992370605,29.7000007629395,"Male",1,"White",1,0,0,0,1,1,1,0,0
1,112,360,0,2814,1613,27.2900009155273,40.9000015258789,"Male",1,"White",1,0,1,0,0,0,1,0,0
1,150,360,0,3708,5205,17,19,"Male",1,"White",1,0,0,0,1,1,1,0,0
1,121,360,0,1898,1707,35,40,"Male",1,"White",1,0,1,0,1,1,1,0,0
1,214,360,0,5831,1662,31.1000003814697,35.5999984741211,"Male",1,"White",1,2,0,0,0,1,0,0,0
1,186,180,0,19420,2583,19,41,"Male",1,"White",1,1,0,1,2,1,1,0,0
1,188,360,0,6835,0,31,34,"Male",1,"White",1,3,0,0,1,1,0,0,0
0,118,360,0,6277,0,18.6000003814697,33,"Male",1,"Hispan",0,0,0,0,1,1,1,0,0
1,152,360,0,2577,3750,26,34,"Male",1,"White",1,0,0,1,1,1,0,0,0
1,50,360,0,2387,400,20,20,"Male",0,"White",0,0,0,0,2,1,1,0,0
1,244,360,0,9166,0,27,31.1000003814697,"Male",1,"White",0,0,0,0,1,1,0,0,0
0,113,360,0,2281,0,50,62,"Male",0,"Hispan",1,2,0,0,0,1,0,0,0
1,153,360,0,6044,0,25.1200008392334,28.2000007629395,"Female",1,"White",0,0,0,1,1,1,1,0,0
1,131,360,0,4452,0,27.2000007629395,32.5,"Male",1,"White",0,0,0,0,1,1,0,0,0
1,50,360,0,3254,0,18,33,"Male",1,"White",0,0,0,0,1,1,0,0,0
1,600,180,0,39999,0,24,55,"Male",1,"White",1,6,0,0,2,1,0,0,1
1,68,360,0,2795,0,26,38,"Female",0,"White",1,0,0,0,2,1,1,0,0
1,113,360,0,1561,1735,18.9599990844727,29.5,"Female",0,"White",1,0,0,0,2,0,1,0,0
1,143,360,0,1777,3750,27,36,"Male",1,"White",1,1,0,0,1,1,1,0,0
1,480,360,0,10566,0,50,51,"Male",1,"White",1,2,0,0,1,1,0,0,0
1,160,360,0,6000,0,26,34,"Male",1,"White",1,1,0,0,1,1,0,0,0
0,65,480,0,2262,0,32.2099990844727,32.2000007629395,"Female",1,"Black",1,0,0,0,1,1,1,0,0
1,187,360,0,9538,0,21,31,"Male",1,"White",1,1,0,0,1,1,0,0,0
1,74,360,0,4229,0,20,30,"Male",1,"White",0,0,0,0,1,1,1,0,0
1,200,240,0,2917,5000,28,52,"Male",1,"White",1,0,0,0,2,1,0,0,0
1,120,360,0,2980,2083,30.6000003814697,39.5,"Male",1,"White",0,0,0,0,0,1,1,0,0
1,116,360,0,3901,0,30,34,"Male",1,"White",1,1,0,0,1,1,0,0,0
1,50,180,0,2687,0,28.7600002288818,31.3999996185303,"Male",0,"White",1,2,0,0,0,1,0,0,0
1,120,360,0,2470,2756,24,30.7000007629395,"Male",1,"White",1,2,0,0,2,0,0,1,0
1,56,360,0,2483,0,28.2999992370605,32.2999992370605,"Male",1,"White",0,0,0,0,2,1,1,0,0
1,176,360,0,7708,0,22,30,"Male",1,"White",1,2,0,0,3,1,0,0,0
1,255,360,0,4583,5625,24.2000007629395,26.7999992370605,"Male",1,"White",1,0,0,0,0,1,1,0,0
1,106,360,0,3817,0,30.8799991607666,41.5,"Male",1,"White",1,2,0,0,1,0,1,0,0
1,75,180,0,2697,1959,19,21,"Male",0,"White",0,0,0,0,1,1,1,0,0
1,70,180,0,5026,0,20,27,"Male",0,"White",1,2,0,0,1,1,1,0,0
1,138,360,0,3921,2230,22,32,"Female",0,"White",0,0,0,0,2,1,0,0,0
1,103,360,0,3332,0,32.8800010681152,36.5,"Female",1,"White",0,0,0,0,2,1,1,0,0
0,107,360,0,2243,2233,25,39,"Male",1,"Hispan",0,0,0,0,1,1,1,0,0
1,128,360,0,6000,2786,16,33,"Male",1,"White",0,1,0,1,2,1,1,0,0
1,98,360,0,1863,1041,29.8999996185303,31.1000003814697,"Male",0,"White",1,0,0,0,1,1,1,0,0
0,200,360,0,3417,1287,27,33,"Female",1,"Hispan",1,0,0,0,1,1,1,0,0
0,275,360,0,7933,0,32,32,"Male",1,"White",1,0,0,0,1,1,0,0,0
0,119,360,0,1596,1760,33,35,"Male",1,"White",0,0,1,0,3,1,1,0,0
1,128,180,0,6994,3284,17,19,"Male",1,"White",1,1,0,1,1,1,1,0,0
0,121,360,0,3089,1280,28.8999996185303,35.9000015258789,"Male",1,"White",1,1,0,0,2,1,1,0,0
1,400,12,0,2762,0,8,10,"Male",0,"White",0,0,0,1,2,1,0,0,0
1,120,360,0,4513,0,28.2000007629395,31.8999996185303,"Male",1,"White",1,8,0,0,2,1,0,0,0
1,140,360,0,4500,0,27,35,"Male",1,"White",1,0,0,0,2,1,1,0,0
1,352,360,0,10141,0,38,57,"Female",1,"White",0,0,0,1,1,1,0,0,0
1,158,360,0,4167,1447,26,26,"Male",1,"White",1,2,0,0,1,1,1,0,0
1,170,360,0,5458,2446,23,37,"Male",1,"White",0,1,0,0,1,1,0,0,0
1,75,180,0,9323,0,10,13,"Male",1,"White",1,0,0,0,4,1,0,0,0
